No,a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,c1,c2,d1,e1_0,e1_1,e2_0,e2_1,e3_0,e3_1,e4_0,e4_1,e5_0,e5_1,e6_0,e6_1,e7_0,e7_1,e8_0,e8_1,e9_0,e9_1,e10_0,e10_1,e11_0,e11_1,e12_0,e12_1
16434,999.99,999.99,999.99,999.99,999.99,999.99,35.18,46.08,19.44,46.08,82.02,97.02,19.38,0,235,0,110,0,353,0,165,0,86,0,129,0,86,0,129,0,140,0,210,0,140,0,210
16436,999.99,999.99,999.99,114.33,12.76,12.76,81.13,196.90,17.35,174.77,75.93,74.97,5.50,1,235,0,110,1,353,0,165,2,86,1,129,3,86,1,129,26,140,15,210,6,140,3,210
16437,999.99,999.99,999.99,999.99,1.94,1.94,7.17,59.15,2.74,64.16,17.88,9.13,3.37,4,180,1,83,7,270,1,125,0,86,3,129,9,86,13,129,0,185,28,280,145,185,215,280
16438,999.99,999.99,999.99,999.99,12.74,12.74,9.14,13.64,3.63,12.80,14.16,4.99,4.86,1,235,0,110,21,353,1,165,0,102,0,153,1,94,0,141,0,140,0,210,0,140,0,210
16439,999.99,999.99,999.99,999.99,999.99,999.99,37.77,132.94,39.47,130.43,999.99,999.99,11.24,0,180,0,83,0,270,0,125,0,102,0,153,0,86,0,129,0,185,0,280,1,185,0,280
16440,999.99,58.97,59.52,2.67,2.33,5.12,8.08,15.43,1.86,5.48,22.72,5.03,8.82,5,180,0,83,7,270,0,125,0,102,0,153,0,86,1,129,0,140,0,210,1,140,1,210
16441,999.99,999.99,999.99,999.99,999.99,999.99,91.32,428.40,27.93,435.64,999.99,999.99,15.73,2,180,0,83,2,270,0,125,0,86,0,129,1,102,1,153,0,140,0,210,17,140,16,210
16442,999.99,999.99,999.99,999.99,0.93,0.93,40.47,7.94,5.53,9.73,19.66,12.58,28.60,138,235,6,110,157,353,8,165,0,110,0,165,189,86,247,129,0,140,0,210,1022,140,1337,210
16443,999.99,736.68,736.68,999.99,1.69,1.69,6.38,18.61,3.22,20.56,9.02,5.91,4.70,23,180,1,83,43,270,4,125,4,86,12,129,143,86,243,129,34,185,101,280,2269,185,3858,280
16444,999.99,38.46,38.46,999.99,9.72,9.72,8.29,57.37,5.75,49.97,24.72,7.75,5.06,4,235,0,110,2,353,0,165,1,86,0,129,20,102,0,153,4,185,0,280,69,185,0,280
16445,999.99,999.99,999.99,999.99,999.99,999.99,16.78,45.49,9.59,42.13,29.47,22.98,6.38,4,180,0,83,1,270,0,125,0,102,0,153,3,94,1,141,0,185,0,280,2,185,1,280
16446,999.99,999.99,999.99,999.99,6.56,6.56,68.44,175.49,11.57,204.74,92.94,59.52,11.29,3,235,0,110,5,353,0,165,0,86,0,129,1,110,2,165,0,185,0,280,0,185,0,280
16447,999.99,7.34,7.34,999.99,2.89,2.89,16.96,437.50,10.34,421.94,35.11,32.08,4.45,41,235,2,110,31,353,2,165,0,86,0,129,47,110,34,165,0,140,0,210,93,140,67,210
16448,999.99,999.99,999.99,999.99,3.09,3.09,10.20,26.02,7.15,28.84,33.38,33.22,5.96,8,180,1,83,12,270,1,125,0,110,0,165,3,86,4,129,0,140,0,210,59,140,103,210
16449,999.99,999.99,999.99,999.99,3.85,3.85,15.20,44.96,11.82,42.28,31.79,41.52,7.87,4,235,0,110,1,353,0,165,0,102,0,153,3,102,1,153,0,140,0,210,4,140,1,210
16450,999.99,999.99,999.99,999.99,3.85,3.85,15.20,44.96,11.82,42.28,31.79,41.52,7.87,4,235,0,110,1,353,0,165,0,102,0,153,3,102,1,153,0,140,0,210,4,140,1,210
16451,999.99,999.99,999.99,999.99,999.99,999.99,25.35,88.20,8.56,95.01,63.40,42.49,5.86,15,180,1,83,10,270,1,125,0,86,0,129,12,86,22,129,0,185,0,280,27,185,48,280
16452,999.99,999.99,999.99,999.99,999.99,999.99,83.07,16.54,15.75,18.11,83.18,42.59,25.71,0,180,0,83,0,270,0,125,0,102,0,153,0,86,0,129,0,185,0,280,0,185,0,280
16453,999.99,999.99,999.99,999.99,999.99,999.99,84.35,70.08,7.54,68.62,73.90,62.66,82.50,0,235,0,110,0,353,0,165,0,86,0,129,0,102,0,153,0,140,0,210,0,140,0,210
16454,999.99,999.99,999.99,999.99,999.99,999.99,25.36,224.49,7.09,184.30,62.21,85.72,6.33,3,180,0,83,1,270,0,125,2,110,0,165,4,86,0,129,2,140,0,210,9,140,0,210
16455,999.99,999.99,999.99,6.72,6.72,8.24,7.22,10.12,1.85,5.45,9.69,9.33,7.27,1,235,0,110,1,353,0,165,2,86,1,129,8,110,3,165,12,140,4,210,40,140,15,210
16456,999.99,999.99,999.99,999.99,999.99,999.99,9.81,18.75,3.27,21.25,17.36,8.31,31.78,0,235,0,110,0,353,0,165,0,102,0,153,0,110,0,165,0,140,0,210,0,140,0,210
16457,999.99,999.99,999.99,999.99,4.72,4.72,38.77,19.39,4.20,19.39,999.99,84.08,37.37,1,180,0,83,1,270,0,125,1,110,1,165,2,110,1,165,3,185,2,280,3,185,2,280
16458,999.99,999.99,999.99,999.99,7.76,7.76,32.21,448.44,14.62,434.43,61.09,51.35,5.73,9,235,1,110,6,353,1,165,0,86,0,129,4,102,3,153,0,140,0,210,183,140,106,210
16459,999.99,8.96,8.96,999.99,1.67,1.67,16.43,29.46,7.08,31.51,55.93,41.05,5.00,15,180,1,83,25,270,2,125,0,86,0,129,4,86,7,129,0,140,0,210,19,140,36,210
16460,999.99,999.99,999.99,999.99,999.99,999.99,17.43,192.57,12.91,204.35,36.93,32.63,7.28,21,235,0,110,18,353,0,165,0,102,0,153,4,86,3,129,0,140,0,210,7,140,7,210
16461,999.99,999.99,999.99,999.99,180.55,180.55,37.85,32.03,12.56,26.90,87.76,999.99,4.93,8,180,0,83,1,270,0,125,4,86,0,129,29,102,2,153,31,140,2,210,111,140,9,210
16462,999.99,999.99,999.99,999.99,999.99,999.99,83.11,94.55,21.45,106.44,999.99,81.84,35.75,5,235,0,110,8,353,1,165,7,86,11,129,76,94,90,141,29,185,46,280,449,185,537,280
16463,999.99,999.99,999.99,94.95,19.86,19.86,172.24,72.91,13.67,74.70,999.99,91.31,12.09,1,235,0,110,1,353,0,165,0,86,1,129,1,94,3,141,8,140,26,210,7,140,13,210
16464,999.99,999.99,999.99,999.99,999.99,999.99,5.91,33.11,9.92,38.48,12.07,36.14,8.00,1,235,0,110,1,353,0,165,0,102,0,153,0,86,2,129,0,140,0,210,0,140,11,210
16465,999.99,999.99,999.99,999.99,999.99,999.99,58.30,287.74,11.15,210.90,999.99,71.00,19.25,1,235,0,110,0,353,0,165,0,102,0,153,0,102,0,153,0,140,0,210,0,140,0,210
16466,999.99,999.99,999.99,7.39,7.03,7.31,10.53,8.12,1.49,4.97,8.73,7.84,65.25,0,235,0,110,0,353,0,165,0,110,0,165,0,102,0,153,0,140,0,210,0,140,0,210
16467,999.99,999.99,999.99,999.99,4.62,4.62,21.77,100.26,5.76,108.05,42.35,10.90,20.50,1,235,0,110,1,353,0,165,0,86,0,129,0,102,0,153,0,185,0,280,2,185,2,280
16468,999.99,999.99,999.99,999.99,5.86,5.86,148.60,39.11,7.08,48.06,999.99,93.09,32.89,1,180,0,83,4,270,0,125,0,102,0,153,0,86,0,129,0,185,0,280,0,185,0,280
16469,999.99,999.99,999.99,999.99,4.91,4.91,472.85,89.11,15.33,90.78,999.99,999.99,271.00,0,235,0,110,0,353,0,165,0,86,0,129,0,102,1,153,1,140,3,210,1,140,3,210
16470,999.99,783.06,783.06,999.99,14.03,14.03,49.36,624.89,12.05,559.61,999.99,999.99,13.94,1,180,0,83,1,270,0,125,2,86,1,129,6,110,2,165,17,140,5,210,5,140,2,210
16471,999.99,783.06,783.06,999.99,14.03,14.03,49.36,624.89,12.05,559.61,999.99,999.99,13.94,1,180,0,83,1,270,0,125,2,86,1,129,6,110,2,165,17,140,5,210,5,140,2,210
16473,999.99,999.99,999.99,999.99,999.99,999.99,83.56,155.19,22.35,135.51,999.99,999.99,7.83,0,235,0,110,0,353,0,165,0,110,0,165,1,86,0,129,1,185,0,280,3,185,0,280
16474,999.99,999.99,999.99,999.99,999.99,999.99,19.65,88.80,10.81,101.24,41.24,50.71,4.84,0,180,0,83,1,270,0,125,0,86,0,129,0,102,2,153,0,185,0,280,0,185,33,280
16475,999.99,999.99,999.99,999.99,10.42,10.42,17.32,9.00,2.96,10.88,36.12,52.90,13.56,0,235,0,110,2,353,0,165,0,86,2,129,0,86,7,129,0,140,13,210,0,140,44,210
16476,999.99,999.99,999.99,999.99,999.99,999.99,17.96,13.43,3.53,14.38,23.59,45.26,22.56,0,235,0,110,1,353,0,165,0,102,0,153,0,102,0,153,0,140,0,210,0,140,0,210
16477,999.99,999.99,999.99,1.03,1.03,4.77,17.11,78.24,1.42,6.18,22.97,2.24,33.60,0,180,0,83,5,270,0,125,0,86,0,129,0,110,2,165,0,140,3,210,0,140,9,210
16478,999.99,999.99,999.99,999.99,999.99,999.99,50.89,75.32,23.42,89.11,79.33,999.99,33.25,0,180,0,83,1,270,0,125,0,86,0,129,0,86,3,129,0,140,0,210,5,140,107,210
16480,999.99,999.99,999.99,999.99,7.18,7.18,40.18,45.40,9.96,44.93,45.13,46.55,5.43,2,235,0,110,2,353,0,165,0,102,0,153,4,102,3,153,0,140,0,210,93,140,86,210
16481,999.99,17.67,17.67,999.99,3.18,3.18,12.32,280.39,9.14,276.09,26.42,24.91,3.99,43,235,2,110,35,353,2,165,0,110,0,165,6,86,5,129,0,140,0,210,49,140,38,210
16482,999.99,487.23,487.23,4.81,4.04,6.12,18.51,198.35,2.23,70.63,52.12,2.06,10.62,5,235,0,110,2,353,0,165,0,86,0,129,6,86,6,129,0,140,0,210,137,140,138,210
16483,999.99,999.99,999.99,999.99,999.99,999.99,8.04,21.00,7.07,20.24,37.79,33.45,7.66,2,235,0,110,1,353,0,165,0,86,0,129,33,86,14,129,0,185,0,280,278,185,115,280
16484,999.99,999.99,999.99,999.99,999.99,999.99,83.24,406.04,17.35,479.23,999.99,82.63,87.00,0,235,0,110,1,353,0,165,0,110,0,165,0,94,0,141,0,185,0,280,0,185,0,280
16485,999.99,999.99,999.99,37.85,8.55,8.55,36.58,165.38,9.01,161.16,60.80,39.86,4.40,18,180,1,83,20,270,1,125,0,86,0,129,41,94,50,141,0,140,0,210,534,140,660,210
16486,999.99,999.99,999.99,999.99,999.99,999.99,13.92,12.85,5.11,12.57,24.33,31.70,10.65,5,235,0,110,3,353,0,165,0,86,0,129,2,102,1,153,0,140,0,210,24,140,13,210
16487,999.99,999.99,999.99,999.99,999.99,999.99,9.22,13.29,8.71,16.25,29.45,86.32,15.40,0,180,0,83,0,270,0,125,0,102,0,153,0,102,0,153,0,140,0,210,0,140,0,210
16488,999.99,999.99,999.99,999.99,999.99,999.99,66.71,86.17,7.56,80.25,999.99,27.45,45.67,0,180,0,83,1,270,0,125,0,86,0,129,0,86,0,129,0,185,0,280,8,185,0,280
16489,999.99,40.31,40.31,999.99,3.57,3.57,29.14,37.49,7.61,44.26,70.72,48.66,8.28,8,180,0,83,11,270,1,125,0,102,0,153,1,102,2,153,0,185,0,280,4,185,9,280
16490,999.99,13.28,13.28,999.99,310.35,310.35,8.64,125.00,17.53,93.06,15.66,45.37,2.85,45,180,1,83,3,270,0,125,0,110,0,165,73,86,2,129,0,185,0,280,249,185,8,280
16491,999.99,999.99,999.99,999.99,32.58,32.58,45.03,156.60,8.88,135.24,999.99,74.74,10.88,5,180,0,83,2,270,0,125,0,102,0,153,6,86,2,129,0,140,0,210,24,140,7,210
16492,999.99,999.99,999.99,999.99,72.94,72.94,32.30,322.93,15.86,267.94,48.83,77.09,15.33,1,235,0,110,0,353,0,165,1,94,0,141,6,110,0,165,1,140,0,210,28,140,2,210
16493,999.99,999.99,999.99,999.99,999.99,999.99,50.89,75.32,23.42,89.11,79.33,999.99,33.25,0,180,0,83,1,270,0,125,0,86,0,129,0,86,3,129,0,140,0,210,5,140,107,210
16494,999.99,999.99,999.99,999.99,11.97,11.97,39.02,23.41,14.12,22.31,999.99,999.99,13.00,2,180,0,83,1,270,0,125,0,102,0,153,1,86,0,129,0,140,0,210,9,140,3,210
16495,999.99,999.99,999.99,999.99,999.99,999.99,45.50,104.01,15.59,113.23,73.74,30.39,35.25,1,235,0,110,1,353,0,165,0,102,0,153,0,102,0,153,0,140,0,210,1,140,1,210
16496,999.99,999.99,999.99,999.99,19.36,19.36,5.71,43.83,3.89,50.88,11.45,6.38,6.75,1,235,0,110,1,353,0,165,0,86,0,129,0,102,4,153,0,140,0,210,1,140,28,210
16497,999.99,999.99,999.99,999.99,999.99,999.99,76.76,54.29,22.32,52.90,999.99,999.99,20.70,0,235,0,110,0,353,0,165,0,86,0,129,0,86,0,129,0,185,0,280,0,185,0,280
16498,999.99,999.99,999.99,999.99,999.99,999.99,448.03,58.60,9.73,56.84,999.99,85.35,392.00,0,235,0,110,1,353,0,165,0,86,0,129,0,102,0,153,0,185,0,280,0,185,0,280
16499,999.99,999.99,999.99,999.99,999.99,999.99,34.74,79.42,33.34,70.97,999.99,999.99,4.00,3,235,0,110,1,353,0,165,2,86,1,129,19,102,5,153,6,140,2,210,89,140,23,210
16500,999.99,999.99,999.99,999.99,999.99,999.99,33.78,57.31,9.08,46.36,51.99,26.70,21.15,0,180,0,83,0,270,0,125,0,102,0,153,0,110,0,165,0,140,0,210,0,140,0,210
16501,999.99,999.99,999.99,999.99,999.99,999.99,33.78,57.31,9.08,46.36,51.99,26.70,21.15,0,180,0,83,0,270,0,125,0,102,0,153,0,110,0,165,0,140,0,210,0,140,0,210
16503,999.99,999.99,999.99,999.99,999.99,999.99,38.21,144.23,48.00,126.92,999.99,999.99,4.48,6,180,0,83,0,270,0,125,0,94,0,141,2,86,0,129,0,185,0,280,19,185,0,280
16504,999.99,999.99,999.99,999.99,999.99,999.99,17.87,16.53,11.78,16.88,35.77,27.11,6.21,3,235,0,110,2,353,0,165,0,86,0,129,14,86,16,129,0,185,0,280,126,185,146,280
16505,999.99,999.99,999.99,999.99,4.63,4.63,65.17,32.32,3.92,37.02,999.99,49.61,21.80,1,180,0,83,3,270,0,125,0,102,1,153,1,102,6,153,0,185,4,280,12,185,66,280
16506,999.99,999.99,999.99,999.99,14.51,14.51,57.85,210.67,3.90,215.35,82.04,34.66,33.00,0,235,0,110,0,353,0,165,0,86,0,129,0,94,0,141,0,140,0,210,0,140,0,210
16507,999.99,999.99,999.99,37.25,17.76,17.76,5.65,8.67,3.24,6.48,7.24,15.08,4.94,2,235,0,110,0,353,0,165,2,102,0,153,5,110,0,165,126,140,0,210,26,140,0,210
16508,999.99,999.99,999.99,37.25,17.76,17.76,5.65,8.67,3.24,6.48,7.24,15.08,4.94,2,235,0,110,0,353,0,165,2,102,0,153,5,110,0,165,126,140,0,210,26,140,0,210
16509,999.99,999.99,999.99,999.99,999.99,999.99,19.65,33.97,11.54,24.61,85.01,38.08,10.85,2,235,0,110,0,353,0,165,0,102,0,153,5,86,0,129,0,185,0,280,54,185,0,280
16510,999.99,999.99,999.99,999.99,999.99,999.99,55.76,227.96,12.50,205.04,999.99,72.60,31.50,0,235,0,110,0,353,0,165,0,86,0,129,0,86,0,129,0,140,0,210,0,140,0,210
16511,999.99,999.99,999.99,999.99,999.99,999.99,23.49,11.80,7.04,10.78,42.47,20.85,56.67,0,180,0,83,0,270,0,125,0,102,0,153,0,102,0,153,0,140,0,210,0,140,0,210
16512,999.99,24.15,24.15,22.35,7.23,7.23,14.44,55.05,9.36,45.64,26.33,34.15,2.21,0,235,0,110,0,353,0,165,0,102,0,153,32,86,10,129,0,140,0,210,333,140,100,210
16513,999.99,999.99,999.99,999.99,1.44,1.44,30.11,141.84,6.03,140.01,999.99,5.62,8.23,4,235,0,110,1,353,0,165,0,86,0,129,12,102,0,153,0,185,0,280,116,185,0,280
16514,999.99,999.99,999.99,999.99,0.90,1.16,23.80,8.54,2.65,10.22,15.89,2.80,37.00,0,180,0,83,3,270,0,125,0,102,0,153,0,86,1,129,0,185,0,280,0,185,4,280
16515,999.99,999.99,999.99,999.99,3.56,3.56,21.78,186.15,7.65,172.56,38.76,34.18,5.94,7,235,1,110,3,353,0,165,7,86,4,129,5,94,3,141,96,185,62,280,1,185,1,280
16516,999.99,74.75,84.11,2.47,2.11,8.21,5.26,13.33,1.88,4.42,3.08,1.34,10.00,8,235,1,110,47,353,2,165,1,86,0,129,12,102,29,153,5,140,0,210,397,140,1006,210
16517,999.99,999.99,999.99,999.99,999.99,999.99,23.50,54.70,16.82,54.70,36.09,54.30,11.09,2,180,0,83,1,270,0,125,0,102,1,153,10,86,5,129,4,140,17,210,154,140,79,210
16518,999.99,999.99,999.99,999.99,999.99,999.99,41.88,109.31,39.45,89.51,999.99,999.99,15.21,1,180,0,83,0,270,0,125,0,86,0,129,1,102,0,153,0,140,0,210,10,140,0,210
16519,999.99,999.99,999.99,999.99,999.99,999.99,11.52,54.80,13.67,56.21,23.61,30.88,9.14,1,235,0,110,1,353,0,165,0,94,0,141,0,102,0,153,0,140,0,210,0,140,0,210
16520,999.99,999.99,999.99,999.99,999.99,999.99,255.09,11.62,9.14,10.93,999.99,49.81,999.99,0,235,0,110,0,353,0,165,0,102,0,153,0,94,0,141,0,140,0,210,0,140,0,210
16521,999.99,999.99,999.99,999.99,999.99,999.99,24.64,15.26,7.14,16.32,31.10,26.46,38.83,0,235,0,110,0,353,0,165,0,102,0,153,0,102,0,153,0,140,0,210,0,140,0,210
16523,999.99,999.99,999.99,999.99,3.86,3.86,44.31,16.90,5.18,18.64,98.07,43.53,15.95,4,180,0,83,14,270,1,125,1,86,5,129,6,110,20,165,5,185,25,280,27,185,86,280
16524,999.99,999.99,999.99,999.99,999.99,999.99,25.04,85.86,8.53,105.34,40.99,81.94,24.38,0,235,0,110,2,353,0,165,0,102,0,153,0,94,3,141,0,140,0,210,0,140,5,210
16525,999.99,999.99,999.99,999.99,999.99,999.99,36.22,230.29,7.32,318.68,999.99,90.09,51.33,1,180,0,83,3,270,0,125,0,94,0,141,0,86,2,129,0,140,0,210,0,140,5,210
16526,999.99,999.99,999.99,999.99,999.99,999.99,18.78,31.66,8.40,32.07,51.64,59.78,16.00,0,180,0,83,0,270,0,125,0,102,0,153,0,102,0,153,0,140,0,210,0,140,0,210
16527,999.99,999.99,999.99,999.99,120.65,120.65,16.84,75.23,5.36,84.22,29.60,17.82,25.00,0,235,0,110,0,353,0,165,0,94,0,141,0,86,1,129,0,140,1,210,0,140,17,210
16528,999.99,74.75,84.11,2.47,2.11,8.21,5.26,13.33,1.88,4.42,3.08,1.34,10.00,8,235,1,110,47,353,2,165,1,86,0,129,12,102,29,153,5,140,0,210,397,140,1006,210
16530,999.99,999.99,999.99,999.99,999.99,999.99,28.74,111.73,16.15,123.97,53.58,73.38,13.20,0,180,0,83,0,270,0,125,0,102,0,153,0,86,0,129,0,185,0,280,0,185,0,280
16531,999.99,999.99,999.99,999.99,14.33,14.33,56.18,21.99,19.88,22.56,999.99,76.56,26.00,1,180,0,83,1,270,0,125,0,86,0,129,5,102,7,153,0,140,0,210,57,140,72,210
16532,999.99,999.99,999.99,999.99,30.41,30.41,139.66,114.68,12.60,150.52,999.99,999.99,64.20,0,235,0,110,1,353,0,165,0,102,2,153,1,94,2,141,6,140,27,210,0,140,1,210
16533,999.99,999.99,999.99,999.99,12.53,12.53,48.19,75.54,7.97,76.58,73.15,31.15,63.40,0,180,0,83,0,270,0,125,0,86,0,129,0,110,0,165,0,140,0,210,0,140,0,210
16534,999.99,999.99,999.99,999.99,45.75,45.75,13.81,26.95,12.64,22.54,57.29,71.72,5.33,13,180,1,83,2,270,0,125,3,94,0,141,16,102,3,153,12,185,0,280,317,185,53,280
16535,999.99,999.99,999.99,999.99,31.97,31.97,68.23,95.84,12.24,96.62,999.99,999.99,14.56,3,180,0,83,2,270,0,125,0,94,0,141,2,86,2,129,0,185,0,280,12,185,11,280
16536,999.99,999.99,999.99,999.99,131.23,131.23,104.59,30.66,12.82,30.31,999.99,999.99,45.75,0,180,0,83,0,270,0,125,0,102,0,153,0,86,0,129,0,185,0,280,1,185,1,280
16537,999.99,999.99,999.99,999.99,999.99,999.99,8.65,21.30,4.42,32.05,16.61,13.59,33.50,0,235,0,110,2,353,0,165,0,86,0,129,0,86,2,129,0,140,0,210,0,140,2,210
16538,999.99,999.99,999.99,999.99,9.24,9.24,58.29,401.59,10.99,424.35,999.99,999.99,11.39,1,180,0,83,2,270,0,125,0,110,0,165,3,102,8,153,0,140,0,210,46,140,104,210
16539,999.99,999.99,999.99,18.95,18.95,26.49,9.25,5.55,1.37,2.52,4.57,1.76,21.45,0,235,0,110,1,353,0,165,1,94,0,141,3,86,0,129,1,140,0,210,11,140,0,210
16540,999.99,999.99,999.99,999.99,999.99,999.99,49.10,133.88,18.37,132.61,64.45,48.61,35.83,0,180,0,83,0,270,0,125,0,102,0,153,0,110,0,165,0,185,0,280,0,185,0,280
16541,999.99,999.99,999.99,999.99,94.81,94.81,128.02,587.85,28.74,665.20,999.99,999.99,17.67,2,235,0,110,4,353,0,165,0,86,0,129,2,102,5,153,0,185,0,280,30,185,77,280
16542,999.99,999.99,999.99,999.99,999.99,999.99,15.25,21.38,6.96,24.35,34.07,24.29,42.78,0,235,0,110,8,353,1,165,0,102,0,153,0,86,0,129,0,185,0,280,0,185,0,280
16543,999.99,999.99,999.99,999.99,999.99,999.99,15.25,21.38,6.96,24.35,34.07,24.29,42.78,0,235,0,110,8,353,1,165,0,102,0,153,0,86,0,129,0,185,0,280,0,185,0,280
16545,999.99,999.99,999.99,999.99,5.26,5.26,82.41,52.68,7.63,56.54,999.99,3.97,99.67,1,180,0,83,24,270,2,125,0,86,0,129,0,86,0,129,0,185,0,280,9,185,0,280
16546,999.99,36.20,36.20,999.99,3.67,5.11,3.67,11.55,2.28,10.17,7.24,7.88,7.00,5,180,1,83,3,270,0,125,3,102,2,153,15,86,8,129,35,185,18,280,99,185,52,280
16547,999.99,999.99,999.99,999.99,6.01,6.01,53.42,46.04,4.66,52.74,999.99,54.99,20.17,0,180,0,83,1,270,0,125,0,110,3,165,0,102,7,153,0,185,14,280,0,185,35,280
16548,999.99,999.99,999.99,2.57,2.57,3.55,29.85,5.99,1.90,2.77,63.80,22.72,23.13,1,180,0,83,2,270,0,125,0,102,0,153,0,86,0,129,0,140,0,210,0,140,1,210
16549,999.99,999.99,999.99,999.99,999.99,999.99,59.28,295.05,12.67,262.02,999.99,72.33,9.33,2,235,0,110,1,353,0,165,0,86,0,129,37,94,2,141,0,185,0,280,55,185,3,280
16550,999.99,999.99,999.99,999.99,30.12,30.12,15.33,12.34,3.24,12.81,17.04,31.59,29.71,0,235,0,110,0,353,0,165,0,102,0,153,0,102,0,153,0,185,0,280,0,185,0,280
16551,999.99,999.99,999.99,10.12,10.12,19.66,11.23,33.60,1.61,19.45,17.83,2.36,45.50,0,180,0,83,1,270,0,125,0,86,0,129,0,86,0,129,0,185,0,280,0,185,0,280
16552,999.99,999.99,6663.95,999.99,37.08,37.08,258.64,999.99,17.14,999.99,999.99,98.95,22.67,1,235,0,110,1,353,0,165,0,86,1,129,3,86,8,129,0,185,13,280,86,185,248,280
16553,999.99,999.99,999.99,999.99,1.43,1.43,17.92,14.89,6.00,15.47,61.12,47.27,5.07,5,180,0,83,6,270,0,125,0,110,0,165,4,102,7,153,0,140,0,210,35,140,62,210
16554,999.99,999.99,999.99,999.99,999.99,999.99,62.99,22.46,31.63,22.01,999.99,999.99,33.00,0,180,0,83,0,270,0,125,0,94,0,141,0,102,0,153,0,140,0,210,0,140,0,210
16555,999.99,999.99,999.99,37.59,26.18,26.18,22.94,6.27,3.41,4.40,15.35,2.92,11.92,2,235,0,110,1,353,0,165,1,86,0,129,6,110,0,165,25,140,0,210,27,140,0,210
16556,999.99,999.99,999.99,999.99,999.99,999.99,16.45,36.79,7.38,26.05,26.65,15.02,7.95,4,180,0,83,36,270,2,125,0,86,0,129,1,102,1,153,0,185,0,280,2,185,1,280
16557,999.99,999.99,999.99,999.99,12.86,12.86,33.83,14.23,10.45,14.41,72.29,40.73,7.50,1,180,0,83,1,270,0,125,0,102,0,153,0,102,0,153,0,185,0,280,3,185,3,280
16558,999.99,999.99,999.99,999.99,999.99,999.99,16.23,21.30,11.10,17.47,42.48,37.04,17.81,0,235,0,110,0,353,0,165,0,86,0,129,0,102,0,153,0,140,0,210,0,140,0,210
16559,999.99,257.44,257.44,999.99,7.23,7.23,87.76,120.41,11.68,133.09,999.99,999.99,16.16,6,235,0,110,8,353,0,165,0,86,0,129,7,86,13,129,0,140,0,210,65,140,123,210
16560,999.99,999.99,999.99,999.99,11.26,11.26,117.94,24.17,4.37,29.14,999.99,46.86,118.00,0,235,0,110,1,353,0,165,0,110,0,165,0,102,1,153,0,140,0,210,0,140,2,210
16561,999.99,12.60,12.60,999.99,1.05,1.09,10.73,13.68,3.53,15.02,20.23,13.35,5.73,22,180,1,83,48,270,3,125,0,86,0,129,4,86,13,129,0,185,0,280,100,185,289,280
16562,999.99,999.99,999.99,10.18,3.90,3.90,102.31,184.15,2.76,141.95,999.99,13.27,165.00,0,180,0,83,12,270,1,125,0,110,15,165,0,102,14,153,0,185,17,280,0,185,10,280
16563,999.99,999.99,999.99,999.99,999.99,999.99,19.47,90.04,7.80,122.80,33.80,35.17,11.81,1,235,0,110,8,353,1,165,0,86,0,129,0,102,7,153,0,140,0,210,0,140,111,210
16564,999.99,999.99,999.99,999.99,999.99,999.99,60.58,702.21,29.19,665.30,999.99,999.99,6.34,3,235,0,110,1,353,0,165,31,110,14,165,29,94,13,141,110,185,49,280,38,185,17,280
16565,999.99,999.99,999.99,999.99,999.99,999.99,60.58,702.21,29.19,665.30,999.99,999.99,6.34,3,235,0,110,1,353,0,165,31,110,14,165,29,94,13,141,110,185,49,280,38,185,17,280
16567,999.99,999.99,999.99,999.99,999.99,999.99,42.97,29.87,9.78,26.34,999.99,71.91,19.85,1,180,0,83,0,270,0,125,0,102,0,153,0,102,0,153,0,140,0,210,4,140,0,210
16568,999.99,999.99,999.99,999.99,999.99,999.99,14.94,96.59,8.92,133.62,23.78,22.50,29.87,0,235,0,110,0,353,0,165,0,86,0,129,0,86,0,129,0,140,0,210,0,140,0,210
16569,999.99,999.99,999.99,999.99,999.99,999.99,34.19,51.46,6.21,46.55,78.24,999.99,13.18,0,235,0,110,0,353,0,165,1,102,0,153,2,102,0,153,12,140,3,210,39,140,11,210
16570,999.99,168.72,168.72,12.61,12.61,15.33,10.55,37.80,2.00,10.34,12.32,9.97,6.24,4,180,0,83,5,270,0,125,0,86,0,129,7,102,8,153,0,185,0,280,20,185,24,280
16571,999.99,5.19,5.19,999.99,1.88,1.88,11.67,154.40,7.98,138.61,32.79,40.76,1.61,12,180,1,83,5,270,0,125,0,110,0,165,14,86,5,129,0,185,0,280,12,185,4,280
16572,999.99,999.99,999.99,5.47,3.57,3.57,18.80,13.14,3.49,9.37,30.83,32.24,4.83,14,235,0,110,20,353,1,165,0,102,0,153,18,110,41,165,0,185,0,280,76,185,174,280
16573,999.99,999.99,999.99,999.99,999.99,999.99,78.16,56.69,22.27,46.69,999.99,999.99,14.40,1,180,0,83,0,270,0,125,0,94,0,141,1,102,0,153,0,140,0,210,3,140,0,210
16574,999.99,999.99,999.99,999.99,999.99,999.99,54.19,73.59,17.56,67.93,91.58,999.99,10.00,0,235,0,110,0,353,0,165,0,86,0,129,0,86,0,129,0,185,0,280,0,185,0,280
16575,999.99,27.04,27.04,999.99,4.34,4.34,15.49,37.97,14.49,29.33,58.77,74.71,4.86,5,235,1,110,19,353,3,165,6,102,71,153,14,102,68,153,86,140,982,210,132,140,636,210
