No, íÁëÃâÑí∑, íÁëÃïù, ç∂âEï«ëÃçÇÇ≥, ñÓî¬ÇÃëSí∑, íÜãlìyìVí[çÇÇ≥, íÁäOãÊä‘ínï\ñ , íÁì‡ãÊä‘ínï\ñ , à¯í£çﬁä‘äu, à¯í£çﬁà íu, ç›óàínî’èdó , ç›óàínî’ãÊï™, ç›óàínî’Níl, ç›óàínî’ñÄéCäp, ç›óàínî’îSíÖóÕ, ç›óàínî’ïœå`åWêî, íÜãlÇﬂèdó , íÜãlÇﬂãÊï™, íÜãlÇﬂNíl, íÜãlÇﬂñÄéCäp, íÜãlÇﬂîSíÖóÕ, ñÓî¬å^, ñÓî¬çﬁóø, à¯í£çﬁíºåa, à¯í£çﬁçﬁóøî‘çÜ, ï†ãNÇµçﬁéø, ï†ãNÇµî‘çÜ, íÁäOë§êÖà _èÌéû, íÁì‡ë§êÖà _èÌéû, íÁäOë§êÖà _ínêkéû, íÁì‡ë§êÖà _ínêkéû, êkìx
28514,23,10.4,9.8,10.5,9.7,4.5,0,0.8,8,12, _Clay,31,37,25,93200,15, _Sandy,30,32,156,5, _SY390,62,1,0,9,9,0,6.2,0,0.3
28515,17,2.4,4.7,13.3,4.6,0,1.9,0.8,3.6,20, _Clay,30,37,220,172600,20, _Sandy,22,26,273,5, _SY295,89,1,0,5,2.9,0.3,2.3,0.5,0.2
28516,29,12.8,3.5,12.4,3.4,0,1.5,0.8,2.4,13, _Sandy,14,6,55,152400,17, _Clay,29,39,33,3, _SY390,85,0,1,7,3,0.4,1.7,0.2,0.4
28517,30,6.2,4.7,11.9,4.6,0.8,0,0.8,1.5,13, _Sandy,10,34,35,192000,11, _Sandy,4,5,276,3, _SY295,70,0,0,3,2,0,4.1,0,0.3
28518,20,3.4,3.5,11,3.4,1,0,1.6,3.1,16, _Clay,45,3,170,171800,18, _Clay,11,17,36,4, _SY390,67,1,0,6,2.8,0,3,0,0.5
28519,11,13.8,2.4,10.2,2.3,0.9,0,0.8,1.8,20, _Sandy,29,16,6,151600,16, _Sandy,18,29,95,5, _SY295,63,0,1,8,1.1,0,2.1,0,0.2
28520,23,11.1,9.3,17.4,9.2,0.1,0,1.6,5.5,13, _Clay,14,30,142,131500,14, _Sandy,26,41,155,3, _SY390,59,0,0,10,5.2,0,7.4,0,0.4
28521,13,8.3,8.1,16.5,8,0.9,0,0.8,3.9,16, _Clay,49,44,277,111300,11, _Clay,33,9,214,3, _SY295,55,1,1,2,7.8,0,6.4,0,0.5
28522,21,10.8,2.7,3.8,2.6,0.3,0,1.6,0.6,15, _Sandy,19,27,54,190600,12, _Clay,4,39,216,4, _SY390,87,1,1,1,0.9,0,2.4,0,0.5
28523,12,8.1,9.6,11,9.5,2.2,0,0.8,8.6,18, _Clay,3,41,190,170400,19, _Clay,11,7,276,5, _SY295,83,1,1,4,7.2,0,8.7,0,0.2
28524,24,5.4,8.4,10.1,8.3,2.8,0,1.6,6.6,11, _Sandy,39,10,25,150200,17, _Sandy,18,19,36,5, _SY390,79,0,0,6,3.3,0,7.6,0,0.3
28525,14,2.6,7.2,9.2,7.1,3.2,0,0.8,5.2,15, _Sandy,23,24,161,130100,14, _Clay,26,31,95,3, _SY295,76,1,1,8,5.2,0,6.5,0,0.5
28526,18,3.9,4.5,12.4,4.4,1.9,0,1.6,2.8,19, _Clay,33,38,199,70200,15, _Clay,37,24,96,4, _SY390,25,1,1,8,2.2,0,2.9,0,0.2
28527,12,9,7.5,13.8,7.4,0,3.1,1.6,4.5,17, _Clay,32,38,94,149600,19, _Clay,29,18,213,4, _SY390,52,1,1,3,6,0.4,4.2,2.6,0.1
28528,13,2.4,8.7,13.2,8.6,0.4,0,1.6,0.7,17, _Sandy,28,21,73,189200,13, _Clay,4,29,157,5, _SY390,37,1,0,9,2.1,0,8.3,0,0.1
28529,25,12.7,7.5,12.3,7.4,1.2,0,1.6,6.2,20, _Sandy,12,35,209,169000,20, _Sandy,11,41,216,5, _SY295,34,0,0,2,5.1,0,7.1,0,0.3
28530,19,4.7,2.4,5.6,2.3,0,0.1,1.6,1.7,18, _Clay,11,35,103,49400,15, _Sandy,3,35,33,3, _SY295,61,0,0,7,0.4,0,1.8,0,0.2
28531,19,11.3,3.7,5.2,3.6,0.9,0,1.6,2.2,18, _Clay,7,18,83,89000,18, _Clay,30,1,277,3, _SY390,46,1,1,3,2.8,0,2.2,0,0.2
28532,14,3.3,6.6,16,6.5,0,0.8,1.6,3.3,16, _Sandy,6,18,277,168400,13, _Clay,21,40,94,4, _SY295,73,1,1,9,1.9,0.7,2.6,0.2,0.1
28533,25,13.6,5.5,15.2,5.4,0,0.8,0.8,2,19, _Clay,42,32,113,148200,20, _Sandy,29,7,154,5, _SY390,69,0,0,1,3.6,0,2.2,0.1,0.3
28534,26,7,6.7,14.7,6.6,3.2,0,0.8,6.2,19, _Clay,37,15,92,187800,13, _Clay,4,18,97,5, _SY295,54,0,1,7,3.7,0,3.2,0,0.3
28535,16,4.3,5.5,13.8,5.4,0.5,0,1.6,4.1,12, _Sandy,21,29,228,167600,11, _Sandy,11,31,157,3, _SY390,50,1,1,9,3.3,0,5.4,0,0.5
28536,11,9.4,8.5,15.2,8.4,0,2.3,0.8,6.6,20, _Clay,21,29,122,48000,16, _Sandy,3,25,274,4, _SY390,77,1,1,5,2.7,1.1,7.4,1.9,0.4
28537,15,10.6,5.8,8.8,5.7,0,1.8,1.6,3.9,14, _Clay,31,43,161,187100,16, _Clay,14,17,275,4, _SY295,27,1,1,5,4.7,1.2,3.3,1.4,0.1
28538,26,7.9,4.6,7.9,4.5,0,1.6,0.8,2.7,18, _Sandy,15,12,296,167000,13, _Clay,21,30,34,5, _SY390,89,0,0,7,2,1.3,2.7,1,0.3
28539,30,9.2,10,19.2,9.9,4.3,0,1.6,5.5,12, _Sandy,26,26,35,107100,14, _Sandy,33,22,35,5, _SY295,39,1,0,6,8.8,0,9.6,0,0.5
28540,21,6.4,8.8,18.3,8.7,0,3.9,0.8,4.1,15, _Clay,10,40,170,86900,11, _Clay,40,35,95,3, _SY390,35,0,1,9,4.8,0.5,8.4,1.9,0.2
28541,12,3.7,7.6,17.4,7.5,0,3.6,1.6,6.7,18, _Sandy,45,9,6,66800,19, _Clay,47,2,155,4, _SY295,32,1,1,1,6,0.9,7.2,1.2,0.3
28542,20,6.2,2.3,4.8,2.2,0.3,0,1.6,1.2,17, _Sandy,15,37,83,146000,20, _Clay,18,32,157,4, _SY390,63,0,1,10,2.1,0,0.3,0,0.3
28543,24,7.4,7.7,16.1,7.6,1.1,0,1.6,3.3,11, _Clay,25,6,121,86200,20, _Sandy,30,25,158,5, _SY295,79,0,1,9,4.8,0,4.9,0,0.5
28544,15,4.7,6.5,15.2,6.4,1.6,0,0.8,2.4,15, _Clay,10,20,257,66000,17, _Sandy,37,37,217,3, _SY390,75,1,0,1,6.3,0,4.3,0,0.2
28545,26,2,5.3,14.3,5.2,1.8,0,1.6,4.9,18, _Sandy,45,34,92,45800,15, _Clay,44,5,277,3, _SY295,71,0,1,4,3.1,0,3.7,0,0.4
28546,30,3.2,2.6,7.9,2.5,0.8,0,0.8,2,12, _Clay,4,3,130,185000,15, _Sandy,4,42,278,4, _SY390,87,1,1,3,0.8,0,1,0,0.1
28547,21,13.6,9.5,15.1,9.4,4.4,0,1.6,7.4,16, _Clay,40,17,266,164800,13, _Sandy,11,10,37,4, _SY295,83,0,1,5,6.6,0,4.8,0,0.3
28548,15,5.6,4.4,8.4,4.3,0,1.1,1.6,2.9,14, _Sandy,39,17,161,45200,17, _Sandy,3,4,155,5, _SY295,44,0,1,1,4.2,0.3,4.1,0.5,0.2
28549,16,12.1,5.6,7.8,5.5,0.4,0,1.6,1.8,13, _Sandy,34,45,140,84800,11, _Sandy,30,15,98,5, _SY390,30,1,0,7,3,0,3.7,0,0.2
28550,27,9.3,4.4,6.9,4.3,0.8,0,1.6,1.2,17, _Clay,19,14,276,64600,18, _Sandy,37,27,158,3, _SY295,26,1,1,9,4.1,0,3,0,0.3
28551,21,1.4,7.4,8.3,7.3,0,2.7,1.6,3,15, _Sandy,18,13,170,144000,13, _Sandy,29,21,275,4, _SY390,53,0,1,5,4.7,1.9,4.8,0.5,0.2
28552,22,7.9,8.6,17.4,8.5,2.5,0,1.6,6.8,14, _Sandy,13,41,150,183600,16, _Sandy,4,32,218,4, _SY295,38,0,0,1,8.4,0,3.5,0,0.2
28553,13,5.1,7.4,16.5,7.3,2.9,0,0.8,5.3,18, _Clay,49,10,285,163400,14, _Clay,11,44,278,5, _SY390,34,1,0,3,4.6,0,3.5,0,0.4
28554,28,10.2,2.3,9.7,2.2,0,1,0.8,1.6,16, _Sandy,48,10,180,43800,18, _Clay,3,38,95,3, _SY390,61,1,0,9,2.1,0.1,2.2,0.8,0.3
28555,15,12.7,5.1,14.8,5,0.6,0,0.8,1.5,14, _Sandy,18,38,256,123100,19, _Sandy,26,24,97,3, _SY390,27,0,0,8,1.5,0,1.1,0,0.3
28556,27,10,3.9,13.9,3.8,0,0.4,1.6,3.5,18, _Clay,2,7,92,102900,16, _Clay,33,36,157,4, _SY295,89,1,1,10,2.5,0.2,0.7,0.2,0.4
28557,17,7.3,2.7,3.4,2.6,0,0.4,1.6,2,11, _Sandy,37,21,228,82700,14, _Clay,40,3,216,5, _SY390,85,0,0,3,0.4,0.3,0.5,0.2,0.1
28558,29,4.5,9.6,10.6,9.5,0,1.8,0.8,6.5,14, _Clay,22,35,63,62600,12, _Sandy,47,16,276,3, _SY295,81,1,0,5,5.1,1.7,2.2,0.6,0.3
28559,12,5.8,6.9,13.8,6.8,0,1.6,1.6,4,18, _Clay,32,4,102,2700,12, _Clay,7,8,277,3, _SY295,31,1,0,4,2,0.2,4.9,0.5,0.5
28560,24,3,5.7,12.9,5.6,0,1.5,0.8,2.7,12, _Sandy,16,18,237,181500,19, _Sandy,14,21,36,4, _SY390,27,1,1,6,3.5,0.4,4,0.2,0.2
28561,14,13.4,4.5,12,4.4,0,1.3,1.6,1.7,15, _Sandy,1,32,73,161400,17, _Sandy,21,33,96,4, _SY295,90,0,0,9,4.1,0.5,3.1,0,0.4
28562,30,11.9,8.7,12.9,8.6,0,3.3,1.6,7.1,13, _Sandy,46,15,247,81300,15, _Sandy,40,38,157,3, _SY295,36,1,1,10,8.5,2.4,4,2.7,0.3
28563,13,13.2,6,6.5,5.9,1.6,0,1.6,4,17, _Sandy,6,29,285,21500,15, _Sandy,0,31,158,3, _SY390,51,0,1,10,4.3,0,4.6,0,0.5
28564,17,1.3,3.4,9.8,3.3,0.8,0,0.8,1.8,11, _Sandy,16,43,24,160600,16, _Clay,11,23,159,3, _SY295,67,0,0,9,1.5,0,1.4,0,0.2
28565,29,11.7,2.2,8.9,2.1,0.7,0,1.6,1.1,15, _Clay,0,12,159,140400,13, _Sandy,18,36,218,4, _SY390,63,1,1,2,1.7,0,1,0,0.4
28566,12,12.9,7.6,10.6,7.5,2.9,0,0.8,3.3,19, _Clay,11,26,197,80600,13, _Clay,30,28,219,4, _SY390,79,1,1,1,4.4,0,6.6,0,0.1
28567,23,10.2,6.4,9.7,6.3,3.1,0,1.6,5.7,12, _Sandy,46,40,33,60400,11, _Clay,37,41,279,5, _SY295,76,1,0,3,5.5,0,5.6,0,0.3
28568,18,2.2,9.4,11.1,9.3,0,0.7,1.6,7.7,20, _Clay,45,40,228,139800,16, _Clay,29,35,96,3, _SY390,36,0,0,9,2.9,0.3,6.1,0.1,0.2
28569,18,8.7,2.5,12.1,2.4,0.2,0,1.6,1.3,20, _Clay,41,23,207,179400,19, _Clay,4,1,39,3, _SY295,88,0,1,5,2,0,0.9,0,0.2
28570,16,2,2.8,7.1,2.7,0,0.5,1.6,1.2,12, _Sandy,50,37,140,198900,14, _Clay,7,32,157,4, _SY390,64,0,0,10,2.7,0.4,2.1,0,0.3
28571,20,3.2,8.2,8.8,8.1,2.6,0,0.8,3.5,17, _Clay,9,6,178,139000,14, _Sandy,18,25,158,5, _SY295,80,0,0,10,6,0,4.2,0,0.5
28572,11,13.6,7,7.9,6.9,0,2,1.6,6.5,20, _Clay,45,20,14,118900,12, _Clay,26,37,218,5, _SY390,76,0,1,2,2.1,0.6,3.3,1.6,0.2
28573,23,10.8,5.8,7,5.7,0,1.8,0.8,4.7,13, _Sandy,29,34,149,98700,19, _Sandy,33,5,278,3, _SY295,73,1,0,4,3.5,0.7,2.8,1.2,0.4
28574,27,12.1,3.1,10.2,3,0.1,0,1.6,1.8,17, _Sandy,40,3,188,38800,19, _Sandy,44,42,279,4, _SY390,88,1,0,3,0.3,0,2.5,0,0.1
28575,10,13.3,8.5,11.9,8.4,0.3,0,0.8,3.9,12, _Clay,50,17,226,178000,20, _Clay,4,35,280,4, _SY390,38,1,0,3,6.4,0,3.4,0,0.3
28576,22,10.6,7.4,11.1,7.3,1,0,1.6,2.7,15, _Clay,34,31,62,157800,17, _Sandy,11,2,39,5, _SY295,34,1,0,5,1.9,0,3.3,0,0.5
28577,12,7.9,6.2,10.2,6.1,1.6,0,1.6,2.1,18, _Sandy,19,45,197,137600,15, _Sandy,18,15,99,5, _SY390,31,0,1,7,4.1,0,3.1,0,0.2
28578,16,9.1,3.5,13.5,3.4,0.8,0,0.8,3,13, _Clay,29,14,236,77800,15, _Clay,30,7,100,3, _SY295,46,0,1,7,1.3,0,3.2,0,0.4
28579,28,6.4,2.3,3,2.2,0.8,0,1.6,1.7,16, _Clay,13,28,71,57600,13, _Sandy,37,20,159,3, _SY390,43,1,0,9,1.7,0,2.1,0,0.1
28580,26,12.7,2.6,7.6,2.5,0,0.2,0.8,1.4,18, _Sandy,23,42,4,77100,18, _Sandy,40,6,278,5, _SY295,85,1,0,4,2,0,0.9,0.1,0.2
28581,17,10,9.5,14.8,9.4,0,1.3,1.6,4.1,12, _Clay,7,11,140,57000,15, _Clay,47,19,37,5, _SY390,82,0,0,7,2.9,0.7,3.5,0.9,0.4
28582,25,12.5,4.1,11.6,4,0.7,0,1.6,0.9,20, _Sandy,28,39,217,136200,16, _Clay,18,4,39,3, _SY390,47,1,0,5,2.4,0,2,0,0.3
28583,23,5.8,4.4,6.6,4.3,0,1.1,1.6,3.5,13, _Clay,37,7,149,155800,11, _Clay,21,36,157,4, _SY295,90,1,0,1,3.3,0,3.7,0.4,0.4
28584,27,7,9.8,17.9,9.7,0,3,0.8,7.2,17, _Clay,47,21,188,95900,11, _Sandy,33,29,158,4, _SY295,40,1,0,10,5.1,0.7,5.4,1,0.2
28585,18,4.3,8.6,17,8.5,0,2.8,1.6,5.4,20, _Sandy,32,35,23,75700,19, _Clay,40,41,218,5, _SY390,36,0,1,2,7,1,4.8,0.5,0.3
28586,29,1.5,7.4,16.1,7.3,0,2.7,0.8,4,14, _Clay,16,4,159,55600,16, _Clay,47,8,278,3, _SY295,32,0,1,5,3.3,1.2,4.2,0.1,0.5
28587,20,11.9,6.2,15.2,6.1,0,2.5,1.6,2.9,17, _Sandy,1,18,295,35400,14, _Sandy,3,20,37,4, _SY390,29,1,0,7,4.5,1.5,3.6,2.2,0.2
28588,21,5.3,7.5,14.8,7.4,0.9,0,1.6,5.8,16, _Sandy,47,1,274,75000,17, _Sandy,30,32,281,4, _SY390,80,1,1,3,1.5,0,1,0,0.2
28589,19,11.7,7.8,9.8,7.7,0,0.3,1.6,4.4,19, _Clay,6,15,207,94500,12, _Sandy,33,18,99,5, _SY295,56,1,1,8,2.2,0,3.4,0.2,0.3
28590,10,8.9,6.6,8.9,6.5,0,0.5,0.8,2.8,12, _Sandy,41,29,42,74300,19, _Clay,40,30,158,3, _SY390,53,0,0,10,4.5,0.1,2.9,0.2,0.5
28591,18,11.4,9.3,13.8,9.2,4.2,0,0.8,4.6,11, _Sandy,11,12,119,153600,20, _Sandy,11,16,160,4, _SY295,84,0,1,9,9.1,0,6.8,0,0.4
28592,29,8.7,8.1,12.9,8,0,1.6,1.6,7,14, _Clay,46,26,255,133400,18, _Clay,18,28,220,4, _SY390,80,0,0,1,4.1,1.2,4.8,0.5,0.1
28593,20,6,6.9,12,6.8,0,1.6,0.8,5,17, _Sandy,30,40,90,113300,15, _Sandy,25,41,280,5, _SY295,77,1,1,4,5.8,1.4,4.1,0.2,0.3
28594,11,3.2,5.7,11.1,5.6,0,1.5,1.6,3.5,11, _Clay,15,9,226,93100,13, _Clay,33,8,39,3, _SY390,73,0,0,6,2.3,0,3.4,0,0.5
28595,26,1.7,9.9,12,9.8,0,3.5,0.8,4.5,18, _Sandy,9,37,100,13100,11, _Sandy,0,13,100,4, _SY390,85,1,1,8,5.2,1.2,3.5,2.9,0.4
28596,10,3,7.3,15.3,7.2,2.8,0,1.6,6.9,13, _Sandy,20,6,138,152200,11, _Clay,11,6,101,4, _SY295,35,0,0,7,6.9,0,5.3,0,0.1
28597,21,13.3,6.1,14.4,6,0,2.6,0.8,5.1,16, _Clay,4,20,274,132000,19, _Clay,18,18,160,5, _SY390,31,1,1,9,3.7,1.8,4.5,1.7,0.3
28598,19,6.6,6.4,9.4,6.3,0,3,1.6,4.9,18, _Sandy,13,34,207,151600,13, _Sandy,21,5,278,3, _SY295,74,1,1,4,4.6,2.2,6.2,1.2,0.4
28599,28,9.1,9.1,14.3,9,0,0.5,1.6,2.8,17, _Clay,34,17,284,31800,14, _Sandy,44,35,280,4, _SY390,39,0,1,3,7.3,0,1.2,0.1,0.3
28600,18,6.4,7.9,13.4,7.8,0,0.7,0.8,1.4,20, _Clay,18,31,119,11700,12, _Sandy,0,2,40,5, _SY295,36,1,0,6,2.1,0.1,1.1,0.1,0.5
28601,30,3.6,6.7,12.5,6.6,0,0.9,0.8,5.8,13, _Sandy,3,45,255,190500,19, _Clay,7,15,100,5, _SY390,32,0,0,8,4.4,0.3,1.1,0,0.2
28602,20,14,5.5,11.6,5.4,0,0.9,1.6,4,17, _Clay,38,14,90,170300,17, _Sandy,14,27,159,3, _SY295,28,1,1,10,1,0.4,1,0.8,0.4
28603,25,2.2,2.8,5.3,2.7,0,0.5,0.8,1.6,11, _Clay,49,28,129,110500,17, _Sandy,25,20,160,3, _SY390,44,1,1,10,2,0.3,1.8,0.4,0.1
28604,15,12.5,9.7,12.5,9.6,0,2.4,1.6,5,14, _Sandy,33,42,264,90300,15, _Clay,33,32,220,4, _SY295,40,1,0,2,3,2,6.6,1.7,0.3
28605,27,9.8,8.5,11.6,8.4,0,2.4,0.8,3.5,18, _Clay,17,11,100,70100,12, _Sandy,40,44,279,5, _SY390,36,0,1,4,5.4,2.3,5.8,1.3,0.4
28606,17,7,7.3,10.7,7.2,0,2.3,1.6,6.9,11, _Clay,2,25,236,50000,20, _Sandy,47,11,39,3, _SY295,33,1,1,6,6.8,0.2,5,0.9,0.1
28607,29,4.3,6.1,9.8,6,0,2.1,1.6,5.1,14, _Sandy,37,39,71,29800,17, _Clay,3,24,99,3, _SY390,29,0,0,9,3.3,0.4,4.1,0.5,0.3
28608,30,10.8,7.4,9.3,7.3,2.6,0,1.6,4.9,14, _Sandy,33,22,51,69400,11, _Clay,30,35,42,4, _SY295,80,0,1,5,6.7,0,3.6,0,0.3
28609,20,8.1,6.2,8.4,6.1,2.9,0,0.8,3.9,17, _Clay,17,36,186,49200,18, _Clay,37,2,102,4, _SY390,76,1,0,7,3.7,0,3.5,0,0.5
28610,11,5.3,5,7.5,4.9,0,0.1,1.6,0.8,11, _Sandy,1,5,22,29000,16, _Sandy,44,14,161,5, _SY295,72,0,1,9,3.4,0,1,0,0.1
28611,23,2.6,3.8,6.7,3.7,0,0.2,0.8,3.3,14, _Clay,37,19,157,8900,13, _Clay,0,26,221,3, _SY390,69,1,0,1,0.5,0,0.8,0.1,0.3
28612,27,3.8,9.2,18,9.1,0,1.1,1.6,7.1,18, _Clay,47,33,196,148000,14, _Clay,11,19,222,3, _SY295,84,0,1,1,7.1,0.3,7,0.9,0.5
28613,17,1.1,8,17.1,7.9,0,1.2,0.8,5,12, _Sandy,31,1,31,127800,11, _Sandy,18,31,281,4, _SY390,81,1,0,3,2.2,0.4,6,0.8,0.2
28614,29,11.4,6.8,16.2,6.7,0,1.3,0.8,3.5,15, _Sandy,16,15,167,107700,19, _Clay,25,44,41,5, _SY390,77,0,1,5,4.3,0.6,5.1,0.7,0.4
28615,12,12.7,4.1,9.8,4,0,0.9,1.6,1.7,19, _Clay,26,29,205,47800,19, _Sandy,37,36,42,5, _SY295,27,0,1,5,1.5,0.6,1.7,0.4,0.1
28616,24,10,2.9,8.9,2.8,0,0.7,0.8,0.9,12, _Clay,10,43,41,27600,17, _Sandy,44,4,102,3, _SY390,89,0,0,7,2,0.5,1.2,0.2,0.3
28617,28,11.2,8.4,10.7,8.3,0.2,0,1.6,7.2,17, _Sandy,21,12,79,166800,17, _Clay,4,41,103,3, _SY295,39,0,0,7,2.4,0,6.8,0,0.5
28618,18,8.5,7.2,9.8,7.1,0,2.5,0.8,5.6,20, _Clay,5,26,215,146600,15, _Sandy,11,9,162,4, _SY390,35,1,0,9,5.7,0.4,6.2,0.4,0.2
28619,13,13.6,2,3,1.9,0,0.6,0.8,1.3,18, _Clay,4,26,109,27000,19, _Sandy,3,3,279,5, _SY390,62,1,0,5,0.8,0,1.4,0.5,0.1
28620,13,7,3.3,12.2,3.2,0.7,0,0.8,1.6,18, _Sandy,0,9,89,66600,12, _Clay,30,14,223,5, _SY390,47,1,1,1,2.6,0,1.5,0,0.1
28621,25,4.2,2.1,11.3,2,0,0.9,0.8,1.2,11, _Sandy,35,23,225,46400,20, _Sandy,37,26,282,3, _SY295,43,0,0,3,1,0.5,1.2,0.7,0.2
28622,19,9.3,5.1,12.6,5,0,2.2,0.8,2.6,19, _Clay,34,23,119,125800,14, _Sandy,28,20,100,3, _SY295,70,1,0,9,4.1,1,2.6,1.3,0.2
28623,20,2.8,6.3,12.1,6.2,2.8,0,0.8,5.4,19, _Clay,30,6,99,165400,18, _Clay,4,31,43,4, _SY390,55,1,1,4,3.5,0,5.8,0,0.1
28624,18,9.1,6.6,7.1,6.5,0,0.5,1.6,4.1,11, _Clay,39,20,31,184900,13, _Sandy,7,18,161,5, _SY295,32,1,0,10,2.8,0,2.1,0.2,0.3
28625,29,6.4,5.4,6.2,5.3,0,0.6,0.8,2.6,14, _Clay,24,34,167,164700,20, _Clay,14,30,221,3, _SY390,28,0,1,2,4.3,0,1.7,0.1,0.4
28626,12,7.6,2.7,9.4,2.6,0,0.4,1.6,1,19, _Sandy,34,3,205,104900,11, _Clay,25,23,222,3, _SY295,44,1,1,1,1.4,0.1,2.2,0,0.2
28627,24,4.9,9.6,16.6,9.5,0,1.9,0.8,2.6,12, _Sandy,18,17,41,84700,18, _Sandy,33,35,281,4, _SY390,40,0,0,4,8.4,0.8,7.9,0.1,0.3
28628,15,2.2,8.4,15.7,8.3,0,2,0.8,7.4,15, _Clay,3,31,177,64500,16, _Clay,40,2,41,4, _SY295,37,1,1,6,3.6,1.1,6.9,1.8,0.5
28629,23,4.7,3.1,12.7,3,0,0.9,0.8,2,14, _Sandy,23,14,253,143800,16, _Sandy,11,33,43,5, _SY295,68,0,0,5,2.1,0.8,2.8,0.7,0.5
28630,14,1.9,10,19.9,9.9,0,3.6,1.6,6,17, _Clay,8,28,89,123600,14, _Clay,18,45,103,3, _SY390,64,1,1,7,9.8,0.4,9.2,2.5,0.1
28631,25,12.3,8.8,9.4,8.7,0,3.5,0.8,4.6,20, _Clay,43,42,224,103500,11, _Sandy,25,12,162,4, _SY390,61,0,0,9,5.5,0.8,8,1.9,0.3
28632,29,13.5,6.1,12.6,6,0,2.7,1.6,2.9,15, _Sandy,2,11,263,43600,12, _Sandy,37,5,163,4, _SY295,77,0,0,9,2.8,1.1,4.1,1.4,0.5
28633,24,12.1,2.2,5.3,2.1,0,0,1.6,1.3,12, _Clay,48,39,137,162600,20, _Sandy,4,10,224,5, _SY295,89,0,1,10,0.2,0,2.1,0,0.4
28634,15,9.3,9.1,12.5,9,0,0.6,1.6,4.7,16, _Clay,32,8,272,142400,17, _Clay,11,22,283,3, _SY390,85,1,1,3,4.9,0.5,8.6,0.1,0.1
28635,26,6.6,7.9,11.6,7.8,0,0.8,0.8,3,19, _Sandy,17,22,108,122200,15, _Clay,18,35,43,4, _SY295,81,0,0,5,7.3,0,7.4,0,0.3
28636,17,3.8,6.7,10.7,6.6,0,0.9,1.6,1.7,12, _Clay,1,36,244,102100,12, _Sandy,25,2,102,4, _SY390,77,1,1,7,2.7,0.1,6.2,0.8,0.5
28637,21,5.1,4,14,3.9,0,0.7,0.8,3.5,17, _Clay,11,5,282,42200,13, _Clay,37,40,103,5, _SY295,27,0,1,7,3.9,0.2,2.2,0.6,0.2
28638,12,2.3,2.8,3.5,2.7,0,0.5,1.6,2,20, _Sandy,47,19,118,22000,20, _Clay,44,7,163,5, _SY390,89,1,0,9,1.3,0.2,1.5,0.3,0.4
28639,10,8.7,3.1,8.1,3,0,0.7,0.8,1.9,12, _Clay,5,33,50,41600,15, _Sandy,47,39,281,3, _SY295,66,1,1,4,2,0.3,2.7,0.3,0.5
28640,21,6,10,15.3,9.9,0,2.8,0.8,5.5,16, _Sandy,41,2,186,21400,13, _Clay,3,6,41,4, _SY390,62,0,0,6,9.7,1.7,8.8,0.8,0.2
28641,22,12.5,3.2,6.7,3.1,0,1.2,0.8,1.5,15, _Sandy,36,30,166,61000,16, _Sandy,29,17,284,5, _SY295,47,0,1,2,2.2,0.1,2.2,0.4,0.2
28642,13,9.7,2,5.8,1.9,0,0.8,1.6,1.6,19, _Clay,21,44,1,40800,14, _Clay,37,29,44,5, _SY390,44,1,0,5,1.9,0.1,1.4,0.1,0.3
28643,24,7,8.9,13,8.8,0,4,0.8,7.2,12, _Sandy,5,13,137,20600,11, _Sandy,44,41,103,3, _SY295,40,0,1,7,5.6,1.4,6.5,0.2,0.5
28644,15,4.2,7.7,12.1,7.6,0,3.7,1.6,5.6,15, _Sandy,40,26,272,199500,19, _Sandy,0,9,163,4, _SY390,36,1,1,9,6.6,1.8,5.6,3.3,0.2
28645,13,10.6,8,16.7,7.9,0,0.2,0.8,2.6,17, _Sandy,50,40,205,20000,14, _Clay,3,40,281,5, _SY295,79,1,1,4,7.2,0.1,7.1,0.1,0.3
28646,21,13.1,2.6,4,2.5,0,0.2,1.6,2.2,16, _Sandy,19,23,282,99300,14, _Sandy,25,26,283,3, _SY390,44,0,1,3,0.6,0.1,0.2,0.1,0.3
28647,12,10.4,9.5,11.2,9.4,0,1.4,0.8,7.6,19, _Clay,4,37,117,79100,12, _Clay,33,38,43,3, _SY295,41,1,0,5,6.3,0,1.4,0.6,0.4
28648,16,11.6,6.8,14.4,6.7,0,1.3,1.6,4.6,14, _Clay,14,6,156,19200,12, _Sandy,44,31,44,4, _SY390,57,0,0,5,2.7,0.3,4.4,0.5,0.2
28649,28,8.9,5.6,13.5,5.5,0,1.3,0.8,3.1,17, _Sandy,49,20,291,198100,20, _Clay,0,43,103,4, _SY295,53,1,0,7,4.2,0.5,3.6,0.3,0.3
28650,18,6.2,4.5,12.7,4.4,0,1.1,1.6,2,20, _Clay,34,34,127,177900,17, _Clay,7,10,163,5, _SY390,49,0,1,9,1.3,0.5,2.8,0.1,0.5
28651,30,3.4,3.3,11.8,3.2,0,0.9,0.8,1.2,14, _Sandy,18,3,263,157700,15, _Sandy,14,23,223,3, _SY295,45,1,0,2,2,0.5,2.1,0.8,0.2
28652,21,13.8,2.1,10.9,2,0,0.6,0.8,1.6,17, _Sandy,3,17,98,137600,12, _Clay,21,35,282,4, _SY390,42,0,1,4,1.9,0.4,1.3,0.4,0.4
