No,a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,c1,c2,d1,e1_0,e1_1,e2_0,e2_1,e3_0,e3_1,e4_0,e4_1,e5_0,e5_1,e6_0,e6_1,e9_0,e9_1,e10_0,e10_1
29090,999.99,999.99,2335.33,999.99,11.57,11.57,53.75,100.65,14.01,131.24,999.99,999.99,6.17,2,180,0,83,1,270,0,125,4,94,8,141,1,140,2,210
29091,999.99,999.99,999.99,999.99,112.07,112.07,199.11,65.63,12.10,88.22,999.99,29.08,999.99,0,235,0,110,1,353,0,165,0,110,10,165,0,185,3,280
29092,999.99,999.99,999.99,999.99,8.48,8.48,36.53,200.58,7.46,237.50,50.01,21.91,6.24,4,180,0,83,26,270,2,125,1,94,6,141,0,185,0,280
29093,999.99,6.94,6.94,999.99,1.27,1.32,7.09,8.99,4.23,8.34,13.42,17.08,3.80,19,235,1,110,33,353,3,165,3,86,4,129,6,185,9,280
29094,999.99,177.49,177.49,999.99,1.73,1.77,56.36,41.28,13.06,44.44,999.99,51.94,12.47,2,180,0,83,5,270,0,125,0,86,1,129,0,140,0,210
29095,999.99,999.99,999.99,999.99,999.99,999.99,19.72,34.19,10.87,26.13,31.67,46.81,7.06,3,180,0,83,14,270,1,125,5,102,7,153,4,185,5,280
29096,999.99,999.99,999.99,999.99,999.99,999.99,7.22,17.18,10.55,15.13,21.94,999.99,4.55,3,235,0,110,0,353,0,165,0,102,0,153,0,140,0,210
29097,999.99,999.99,999.99,16.63,13.73,13.73,23.31,41.09,2.96,37.17,27.25,12.43,27.57,0,180,0,83,0,270,0,125,0,110,0,165,0,185,0,280
29098,999.99,16.24,16.24,1.00,0.85,1.34,19.55,18.46,4.32,8.29,9.69,6.64,3.55,33,235,2,110,50,353,4,165,6,86,9,129,13,140,21,210
29099,999.99,4.41,4.41,999.99,1.50,1.50,10.79,113.09,7.03,91.72,18.77,17.23,2.46,68,180,4,83,270,270,21,125,37,86,200,129,7,140,38,210
29100,999.99,635.39,635.39,999.99,4.46,4.50,47.85,121.39,10.10,128.27,999.99,56.30,8.77,2,235,0,110,6,353,0,165,6,86,15,129,7,185,18,280
29101,999.99,23.18,23.18,999.99,3.57,3.57,16.91,25.14,7.38,23.46,41.12,54.22,3.68,11,180,1,83,4,270,0,125,3,102,1,153,3,140,1,210
29102,999.99,999.99,999.99,999.99,6.65,6.65,105.94,98.34,11.14,93.02,95.31,999.99,8.07,0,235,0,110,0,353,0,165,0,102,0,153,0,185,0,280
29103,999.99,9.54,9.54,999.99,6.11,6.24,26.47,494.62,18.31,488.80,999.99,87.09,4.14,10,180,1,83,8,270,1,125,5,102,3,153,1,185,1,280
29104,999.99,9.82,10.52,3.87,1.63,1.71,4.66,5.95,1.77,2.85,4.48,3.05,6.77,10,235,1,110,10,353,1,165,30,94,41,141,11,140,15,210
29105,999.99,999.99,999.99,999.99,8.74,15.94,9.57,70.54,3.52,61.73,12.37,3.88,9.19,1,180,0,83,3,270,0,125,0,86,0,129,0,185,0,280
29106,999.99,999.99,999.99,999.99,999.99,999.99,15.07,55.52,10.95,34.03,28.43,23.73,5.39,3,235,0,110,14,353,1,165,1,102,2,153,1,140,2,210
29107,999.99,999.99,999.99,999.99,999.99,999.99,395.54,127.51,28.02,113.45,999.99,999.99,57.50,0,180,0,83,0,270,0,125,0,86,0,129,0,140,0,210
29108,999.99,999.99,999.99,999.99,999.99,999.99,27.38,11.45,9.08,11.94,25.59,17.08,13.15,1,180,0,83,1,270,0,125,0,94,0,141,0,185,0,280
29109,999.99,999.99,8044.12,15.26,11.44,13.88,136.23,117.10,5.36,95.01,999.99,19.44,14.00,0,180,0,83,3,270,0,125,0,86,1,129,0,185,1,280
29110,999.99,999.99,8044.12,15.26,11.44,13.88,136.23,117.10,5.36,95.01,999.99,19.44,14.00,0,180,0,83,3,270,0,125,0,86,1,129,0,185,1,280
29112,999.99,999.99,999.99,999.99,999.99,999.99,56.81,288.13,14.35,332.21,999.99,42.10,12.00,3,235,0,110,7,353,0,165,2,102,7,153,1,140,3,210
29113,999.99,999.99,999.99,999.99,999.99,999.99,56.81,288.13,14.35,332.21,999.99,42.10,12.00,3,235,0,110,7,353,0,165,2,102,7,153,1,140,3,210
29115,999.99,999.99,999.99,999.99,999.99,999.99,56.81,288.13,14.35,332.21,999.99,42.10,12.00,3,235,0,110,7,353,0,165,2,102,7,153,1,140,3,210
29116,999.99,999.99,999.99,999.99,26.24,26.24,15.06,21.25,5.52,20.87,41.70,41.93,13.19,5,180,0,83,3,270,0,125,5,102,3,153,3,140,2,210
29117,999.99,999.99,999.99,999.99,999.99,999.99,85.88,311.65,13.48,393.19,999.99,76.80,83.67,0,235,0,110,4,353,0,165,0,102,3,153,0,185,1,280
29118,999.99,42.49,42.49,999.99,8.33,8.33,10.58,135.75,4.16,128.08,16.00,12.68,5.85,10,235,1,110,7,353,0,165,4,86,3,129,8,185,5,280
29119,999.99,219.91,219.91,9.78,3.19,3.25,20.36,10.67,4.02,9.10,42.03,10.47,8.32,2,180,0,83,2,270,0,125,0,86,0,129,0,140,0,210
29120,999.99,13.46,13.46,999.99,4.54,4.54,22.73,180.48,13.74,146.76,80.88,999.99,3.54,12,235,1,110,1,353,0,165,1,102,0,153,1,185,0,280
29121,999.99,999.99,999.99,999.99,51.06,51.06,20.72,5.51,6.67,5.88,34.35,16.12,29.50,0,180,0,83,1,270,0,125,0,86,0,129,0,185,0,280
29122,999.99,999.99,999.99,999.99,16.58,16.58,58.28,41.31,11.53,37.50,999.99,999.99,14.19,2,235,0,110,1,353,0,165,2,86,0,129,1,140,0,210
29123,999.99,34.11,34.11,4.39,3.55,3.91,6.83,62.51,1.76,11.36,8.80,2.24,9.86,4,180,0,83,10,270,1,125,5,102,11,153,2,185,4,280
29124,999.99,8.18,8.18,999.99,3.78,3.78,17.12,325.24,14.90,313.07,31.77,36.63,4.31,23,235,1,110,12,353,1,165,1,86,1,129,1,140,0,210
29125,999.99,2.12,2.16,999.99,2.84,2.84,10.48,55.65,13.29,45.10,37.58,65.25,2.93,47,180,1,83,16,270,1,125,7,102,2,153,3,185,1,280
29126,999.99,999.99,6913.72,10.68,5.08,5.36,73.45,33.51,3.72,25.71,82.31,64.59,24.91,1,235,0,110,1,353,0,165,1,86,0,129,0,185,0,280
29128,999.99,999.99,3445.65,999.99,12.47,12.47,231.74,60.50,12.53,70.28,999.99,999.99,21.44,1,235,0,110,3,353,0,165,1,86,3,129,0,140,1,210
29129,999.99,12.92,28.43,999.99,16.27,22.35,4.04,15.22,5.46,12.62,4.98,2.96,4.52,55,180,3,83,6,270,0,125,2,86,0,129,1,140,0,210
29130,999.99,64.56,64.56,999.99,3.00,3.00,26.83,135.28,10.26,134.54,41.78,26.42,9.88,16,235,1,110,92,353,6,165,2,102,15,153,1,185,8,280
29132,999.99,69.60,69.60,11.16,10.59,10.59,27.48,29.68,10.53,26.10,17.44,13.39,3.54,2,180,0,83,2,270,0,125,0,86,0,129,0,140,0,210
29133,999.99,127.66,127.66,999.99,10.49,10.49,47.42,278.19,14.82,282.68,81.87,72.78,11.94,3,235,0,110,2,353,0,165,1,86,1,129,2,140,2,210
29134,999.99,999.99,999.99,999.99,12.42,12.42,361.34,82.03,9.77,134.40,999.99,32.06,271.00,0,235,0,110,13,353,0,165,0,102,8,153,0,140,6,210
29135,999.99,999.99,999.99,999.99,7.83,7.83,41.48,82.83,6.14,92.84,999.99,60.54,19.15,1,180,0,83,2,270,0,125,1,94,2,141,0,185,0,280
29136,999.99,999.99,999.99,999.99,172.65,172.65,25.83,46.06,19.05,47.88,48.05,52.22,13.29,1,235,0,110,1,353,0,165,5,110,4,165,1,140,1,210
29137,999.99,999.99,999.99,999.99,381.93,381.93,18.21,29.95,11.51,29.95,32.57,49.08,6.00,2,235,0,110,1,353,0,165,1,102,1,153,0,140,0,210
29138,999.99,999.99,999.99,999.99,999.99,999.99,7.89,56.21,12.61,45.90,35.82,44.96,3.49,7,180,0,83,7,270,0,125,6,86,5,129,1,140,1,210
29139,999.99,999.99,999.99,999.99,999.99,999.99,45.17,501.59,11.14,553.84,999.99,73.70,6.07,3,235,0,110,6,353,0,165,3,102,5,153,1,140,3,210
29140,999.99,52.33,52.33,2.79,2.79,3.28,19.66,21.17,3.26,2.47,21.90,11.20,2.56,5,180,0,83,10,270,1,125,0,102,1,153,0,185,1,280
29141,999.99,999.99,999.99,999.99,999.99,999.99,62.84,188.79,10.98,236.96,999.99,999.99,328.00,0,180,0,83,2,270,0,125,0,102,1,153,0,140,1,210
29142,999.99,999.99,999.99,999.99,999.99,999.99,26.22,30.37,11.05,34.78,39.32,79.52,21.71,1,235,0,110,1,353,0,165,0,102,1,153,0,185,1,280
29143,999.99,44.88,44.88,999.99,20.45,20.56,14.52,55.15,10.50,46.44,62.92,81.53,6.76,5,180,1,83,2,270,0,125,6,86,2,129,2,185,1,280
29144,999.99,41.38,41.38,999.99,2.86,2.86,16.66,75.66,10.40,63.75,42.37,21.52,4.17,16,180,1,83,3,270,0,125,1,86,0,129,1,185,0,280
29145,999.99,2.17,2.17,999.99,110.52,110.52,7.79,28.77,47.03,18.78,14.92,47.42,2.49,61,235,2,110,48,353,2,165,11,102,9,153,8,140,7,210
29146,999.99,999.99,999.99,999.99,0.62,0.62,17.21,16.47,2.96,19.37,33.68,9.17,7.32,3,180,0,83,22,270,1,125,0,86,2,129,0,185,3,280
29147,999.99,57.56,57.56,999.99,3.59,3.59,30.60,127.80,7.87,138.66,90.08,91.97,5.50,14,235,1,110,19,353,1,165,4,86,8,129,9,140,16,210
29149,999.99,172.03,172.03,999.99,17.24,17.93,37.39,84.08,10.49,98.67,999.99,77.30,8.48,4,235,0,110,4,353,0,165,5,86,8,129,2,185,4,280
29150,999.99,29.66,29.66,999.99,5.56,6.18,12.62,60.34,7.14,59.61,45.36,55.20,7.67,4,180,0,83,9,270,1,125,2,102,4,153,0,140,1,210
29151,999.99,999.99,999.99,999.99,999.99,999.99,32.40,45.07,11.38,41.89,55.98,55.01,32.11,0,180,0,83,8,270,1,125,0,86,0,129,0,140,0,210
29152,999.99,13.28,13.28,47.02,11.07,11.07,23.80,115.71,26.49,100.07,29.29,58.42,2.08,5,235,0,110,2,353,0,165,1,102,0,153,1,185,0,280
29153,999.99,60.98,60.98,999.99,22.48,22.48,27.89,649.06,17.84,539.28,48.46,67.76,5.20,4,180,0,83,2,270,0,125,8,102,3,153,6,140,2,210
29154,999.99,191.59,191.59,999.99,10.96,10.96,30.17,48.93,17.01,45.03,48.86,999.99,4.73,5,235,0,110,1,353,0,165,2,102,0,153,2,185,0,280
29155,999.99,191.59,191.59,999.99,10.96,10.96,30.17,48.93,17.01,45.03,48.86,999.99,4.73,5,235,0,110,1,353,0,165,2,102,0,153,2,185,0,280
29156,999.99,13.23,13.23,1.76,1.16,1.16,20.74,141.53,4.31,27.39,20.04,5.52,2.87,35,180,2,83,127,270,6,125,3,102,14,153,1,140,4,210
29158,999.99,297.44,297.44,999.99,15.08,15.08,31.60,33.38,10.05,34.63,999.99,71.34,14.00,8,180,0,83,8,270,0,125,3,102,4,153,9,185,11,280
29159,999.99,39.00,39.00,999.99,16.91,16.91,46.92,582.98,26.51,510.11,999.99,98.73,9.05,3,235,0,110,1,353,0,165,1,86,1,129,1,185,1,280
29160,999.99,7.90,7.90,999.99,6.19,6.19,13.77,18.04,29.22,15.78,25.30,83.87,3.39,10,180,1,83,1,270,0,125,4,94,0,141,1,185,0,280
29161,999.99,35.57,35.75,58.98,11.25,11.63,8.49,32.94,5.19,22.09,17.58,62.22,4.25,21,235,1,110,1,353,0,165,16,94,1,141,1,140,0,210
29162,999.99,307.55,307.55,999.99,8.82,9.06,45.40,118.51,7.72,113.28,62.72,63.77,8.14,5,180,0,83,2,270,0,125,1,102,0,153,1,185,0,280
29163,999.99,105.54,105.54,999.99,18.47,18.47,54.29,35.99,18.23,33.34,33.76,46.34,5.89,3,180,0,83,2,270,0,125,4,110,2,165,0,185,0,280
29164,999.99,999.99,999.99,999.99,999.99,999.99,18.24,48.59,4.45,49.92,33.65,8.77,16.71,1,180,0,83,1,270,0,125,0,86,0,129,0,185,0,280
29165,999.99,6.46,6.53,2.45,1.45,1.45,13.01,80.32,4.52,16.01,25.41,19.87,1.83,36,180,2,83,39,270,2,125,11,110,8,165,4,140,3,210
29166,999.99,115.53,115.53,999.99,0.67,0.67,32.21,13.68,4.68,13.53,24.44,17.37,12.44,210,180,9,83,353,270,17,125,43,102,83,153,40,185,78,280
29167,999.99,16.73,17.63,999.99,5.99,6.28,9.32,31.03,8.72,23.43,17.68,56.00,5.90,9,180,0,83,1,270,0,125,8,102,1,153,4,185,0,280
29168,999.99,249.89,249.89,999.99,87.84,87.84,83.82,221.85,73.32,208.41,999.99,999.99,14.00,2,235,0,110,1,353,0,165,2,94,1,141,0,140,0,210
29169,999.99,999.99,999.99,999.99,32.34,32.34,28.85,43.98,15.92,44.46,99.05,82.67,7.65,4,180,0,83,2,270,0,125,2,86,1,129,3,185,3,280
29170,999.99,999.99,999.99,999.99,20.54,20.54,49.81,43.72,5.48,58.99,78.09,17.81,53.75,0,235,0,110,3,353,0,165,0,102,0,153,0,140,1,210
29171,999.99,22.92,22.92,999.99,3.86,3.86,29.21,60.75,13.08,58.95,62.92,45.15,5.20,13,180,1,83,29,270,2,125,2,102,5,153,0,185,1,280
29172,999.99,999.99,999.99,999.99,999.99,999.99,63.44,14.15,12.08,13.70,999.99,80.39,11.23,3,235,0,110,1,353,0,165,1,110,0,165,0,140,0,210
29173,999.99,999.99,999.99,999.99,999.99,999.99,6.67,15.98,6.16,14.72,11.42,9.49,4.13,36,180,1,83,71,270,3,125,103,94,248,141,11,185,26,280
29174,999.99,999.99,8498.74,999.99,3.60,3.60,300.99,149.62,6.96,161.05,999.99,999.99,31.57,1,235,0,110,2,353,0,165,0,102,0,153,0,140,0,210
29175,999.99,999.99,999.99,999.99,999.99,999.99,130.72,55.02,24.63,54.06,999.99,85.39,12.62,0,180,0,83,0,270,0,125,2,110,1,165,0,140,0,210
29176,999.99,999.99,999.99,4.44,3.73,3.73,28.95,15.05,2.37,10.40,32.82,9.85,34.60,0,235,0,110,7,353,1,165,0,94,3,141,0,185,1,280
29177,999.99,25.73,25.73,7.92,6.23,6.40,16.03,60.25,7.08,47.23,16.48,11.15,2.46,20,180,1,83,28,270,2,125,16,94,27,141,4,185,7,280
29178,999.99,999.99,999.99,999.99,999.99,999.99,235.70,466.83,19.57,466.83,999.99,999.99,54.00,1,180,0,83,2,270,0,125,1,86,1,129,1,185,1,280
29179,999.99,27.50,27.50,5.03,1.07,1.07,25.32,27.00,4.49,14.08,33.02,10.37,3.32,13,180,1,83,60,270,3,125,1,86,14,129,1,185,7,280
29180,999.99,49.83,50.02,20.89,16.45,16.45,9.53,42.62,4.79,36.62,15.20,14.34,4.92,10,180,1,83,9,270,1,125,5,102,4,153,16,140,14,210
29181,999.99,999.99,1668.60,999.99,14.07,14.07,134.43,262.56,10.15,299.09,999.99,75.97,12.92,1,235,0,110,3,353,0,165,0,86,0,129,0,185,0,280
29182,999.99,12.07,12.34,999.99,3.60,3.60,7.79,32.51,5.08,25.38,12.81,24.41,4.06,26,180,2,83,5,270,1,125,22,110,4,165,9,185,2,280
29183,999.99,999.99,999.99,999.99,999.99,999.99,281.18,624.07,28.66,644.07,999.99,999.99,14.00,0,180,0,83,1,270,0,125,0,102,0,153,0,140,0,210
29184,999.99,370.05,370.05,999.99,43.10,43.10,58.75,24.79,17.36,24.17,58.99,60.58,9.12,2,235,0,110,1,353,0,165,1,86,1,129,1,185,1,280
29185,8.86,5.40,5.46,3.67,3.02,3.10,7.10,33.22,5.56,19.89,9.72,16.73,1.88,48,180,3,83,19,270,1,125,10,86,3,129,3,140,1,210
29186,999.99,28.76,30.40,1.29,0.84,1.38,18.56,57.44,3.18,3.81,10.67,2.86,3.47,36,235,2,110,138,353,9,165,12,102,53,153,4,185,19,280
29187,999.99,2.50,2.50,999.99,3.62,3.62,7.95,30.96,10.22,25.07,21.44,41.22,1.73,24,180,2,83,6,270,1,125,3,86,1,129,2,185,0,280
29188,999.99,488.36,488.36,8.99,8.30,8.34,20.61,9.97,2.86,6.74,14.07,6.48,8.71,4,180,0,83,6,270,0,125,1,102,2,153,1,140,1,210
29189,999.99,80.33,80.33,999.99,5.92,5.92,36.12,143.26,6.68,134.40,73.77,89.98,5.43,9,235,0,110,4,353,0,165,4,86,2,129,1,185,0,280
29190,999.99,83.93,83.93,45.83,38.80,39.92,3.93,7.25,3.30,4.84,5.67,18.46,4.52,3,180,0,83,1,270,0,125,13,110,2,165,1,140,0,210
29191,999.99,83.93,83.93,45.83,38.80,39.92,3.93,7.25,3.30,4.84,5.67,18.46,4.52,3,180,0,83,1,270,0,125,13,110,2,165,1,140,0,210
29193,999.99,18.23,18.23,999.99,1.66,2.13,15.47,161.56,4.97,176.03,57.57,10.78,6.81,6,235,0,110,14,353,1,165,3,86,7,129,3,185,7,280
29194,999.99,695.57,695.57,999.99,4.60,4.72,26.70,12.94,4.67,13.74,41.18,27.67,16.73,1,180,0,83,2,270,0,125,0,86,0,129,0,185,0,280
29195,999.99,40.58,40.58,999.99,3.67,3.85,22.29,273.57,10.12,286.85,41.39,38.43,7.49,5,235,0,110,4,353,0,165,9,110,10,165,0,185,0,280
29196,999.99,13.17,13.17,999.99,12.99,12.99,19.27,35.49,19.16,32.76,65.48,78.26,5.19,9,180,1,83,4,270,0,125,1,86,1,129,4,140,2,210
29198,999.99,1.37,1.47,999.99,1.35,1.41,5.46,95.33,7.14,79.13,12.92,29.34,2.10,51,180,3,83,9,270,1,125,13,94,2,141,3,185,0,280
29200,999.99,999.99,999.99,999.99,28.59,28.59,5.03,18.15,2.95,14.51,15.67,16.70,2.77,4,180,0,83,0,270,0,125,4,102,0,153,1,185,0,280
29201,999.99,114.20,114.20,999.99,11.40,11.40,65.40,220.18,20.44,245.78,65.04,40.77,8.80,1,235,0,110,1,353,0,165,4,86,6,129,1,140,2,210
29202,999.99,114.20,114.20,999.99,11.40,11.40,65.40,220.18,20.44,245.78,65.04,40.77,8.80,1,235,0,110,1,353,0,165,4,86,6,129,1,140,2,210
29204,999.99,10.68,10.68,999.99,6.89,6.90,16.39,98.32,14.00,94.97,32.87,34.17,2.12,12,180,0,83,7,270,0,125,15,94,8,141,4,140,2,210
29205,999.99,0.97,1.14,999.99,3.38,3.69,5.27,373.93,7.73,283.79,26.98,42.73,1.23,24,180,1,83,7,270,1,125,48,110,9,165,3,185,1,280
29206,999.99,41.51,41.51,12.94,1.51,1.51,31.63,26.48,5.33,23.33,31.14,16.82,6.00,22,235,1,110,63,353,5,165,106,94,548,141,8,140,41,210
29207,999.99,20.98,21.58,999.99,13.43,13.67,10.37,40.96,8.69,37.40,23.10,29.44,4.09,15,180,1,83,6,270,0,125,1,102,0,153,1,185,1,280
29208,999.99,209.28,209.28,999.99,8.68,8.68,71.97,618.61,12.82,714.07,999.99,999.99,18.35,7,235,0,110,8,353,0,165,7,94,11,141,5,185,8,280
29209,999.99,209.28,209.28,999.99,8.68,8.68,71.97,618.61,12.82,714.07,999.99,999.99,18.35,7,235,0,110,8,353,0,165,7,94,11,141,5,185,8,280
29210,999.99,209.28,209.28,999.99,8.68,8.68,71.97,618.61,12.82,714.07,999.99,999.99,18.35,7,235,0,110,8,353,0,165,7,94,11,141,5,185,8,280
29214,999.99,3.96,3.96,999.99,1.64,1.64,11.94,71.44,7.19,66.18,17.96,5.96,2.49,122,180,4,83,273,270,12,125,24,102,63,153,4,140,12,210
29215,999.99,14.34,14.66,999.99,6.60,6.63,14.79,21.63,11.70,18.01,28.53,70.47,3.58,19,235,1,110,3,353,0,165,9,86,1,129,11,185,1,280
29216,999.99,999.99,1582.30,999.99,8.08,8.08,48.08,25.84,7.54,23.78,56.93,99.99,14.23,2,180,0,83,0,270,0,125,0,102,0,153,0,185,0,280
29217,999.99,999.99,1582.30,999.99,8.08,8.08,48.08,25.84,7.54,23.78,56.93,99.99,14.23,2,180,0,83,0,270,0,125,0,102,0,153,0,185,0,280
29218,999.99,999.99,4305.97,999.99,63.12,63.12,314.55,71.71,33.70,84.25,999.99,999.99,13.00,1,180,0,83,1,270,0,125,0,102,1,153,0,140,0,210
29219,999.99,999.99,4305.97,999.99,63.12,63.12,314.55,71.71,33.70,84.25,999.99,999.99,13.00,1,180,0,83,1,270,0,125,0,102,1,153,0,140,0,210
29220,999.99,76.82,76.82,999.99,15.25,15.62,21.15,48.44,16.22,45.96,36.26,39.50,7.06,13,180,0,83,5,270,0,125,3,86,1,129,2,185,1,280
29221,999.99,31.90,32.58,8.27,8.19,8.60,7.56,23.06,3.34,12.28,19.80,42.15,3.23,14,180,1,83,4,270,0,125,31,86,5,129,14,140,2,210
29222,999.99,25.03,25.03,999.99,1.07,1.07,12.67,19.91,4.30,20.66,16.70,10.78,9.93,74,180,4,83,73,270,5,125,127,94,143,141,10,185,11,280
29223,999.99,25.03,25.03,999.99,1.07,1.07,12.67,19.91,4.30,20.66,16.70,10.78,9.93,74,180,4,83,73,270,5,125,127,94,143,141,10,185,11,280
29225,999.99,138.41,138.41,999.99,5.23,5.42,42.03,97.65,13.71,103.64,69.40,35.45,6.13,2,180,0,83,5,270,0,125,0,102,1,153,1,185,1,280
29226,999.99,84.20,84.20,999.99,17.21,17.21,21.70,33.34,13.22,28.64,22.67,39.87,4.60,12,235,1,110,4,353,0,165,5,86,1,129,2,140,1,210
29227,999.99,31.90,32.58,8.27,8.19,8.60,7.56,23.06,3.34,12.28,19.80,42.15,3.23,14,180,1,83,4,270,0,125,31,86,5,129,14,140,2,210
29229,999.99,16.72,18.29,999.99,7.28,7.82,6.73,13.89,4.85,11.72,18.29,30.99,4.68,16,180,0,83,5,270,0,125,8,86,2,129,7,140,2,210
29230,999.99,999.99,1514.52,999.99,27.12,27.12,125.17,107.70,27.34,107.70,999.99,999.99,17.29,3,180,0,83,2,270,0,125,2,110,2,165,1,185,0,280
29231,999.99,32.12,36.93,25.56,15.88,16.22,5.77,23.65,5.99,19.61,6.08,7.26,3.79,22,235,1,110,4,353,0,165,12,94,2,141,1,140,0,210
29232,999.99,13.04,13.97,999.99,35.76,36.62,10.33,24.43,16.90,20.70,39.32,77.02,4.54,9,235,0,110,2,353,0,165,2,102,0,153,1,185,0,280
29233,999.99,13.04,13.97,999.99,35.76,36.62,10.33,24.43,16.90,20.70,39.32,77.02,4.54,9,235,0,110,2,353,0,165,2,102,0,153,1,185,0,280
29235,999.99,25.20,25.77,20.24,4.70,4.73,12.78,16.32,4.89,16.64,24.44,13.37,4.91,11,180,1,83,19,270,2,125,2,86,4,129,1,185,3,280
29236,999.99,17.00,17.00,999.99,4.28,4.38,22.87,120.64,10.78,121.95,76.57,79.64,3.65,8,235,1,110,6,353,1,165,5,102,4,153,6,140,6,210
29237,999.99,603.04,603.04,999.99,3.25,3.78,44.48,102.72,4.01,119.96,68.41,19.60,11.36,2,180,0,83,4,270,0,125,1,86,4,129,1,140,4,210
29238,999.99,35.50,35.50,999.99,9.60,9.60,27.85,38.33,14.14,39.99,91.33,71.03,5.35,6,180,0,83,6,270,0,125,1,102,1,153,1,185,1,280
29239,999.99,2.75,8.64,2.42,1.86,5.76,2.79,38.18,2.23,10.61,3.79,3.08,3.63,18,180,1,83,17,270,1,125,30,94,28,141,8,185,7,280
29240,999.99,43.12,43.12,999.99,4.82,5.42,12.59,16.57,4.97,19.57,25.32,14.40,6.86,4,235,0,110,8,353,1,165,0,102,1,153,0,140,1,210
29242,999.99,28.41,28.41,999.99,27.10,27.10,21.99,165.28,28.88,138.18,34.81,81.08,3.18,11,235,1,110,1,353,0,165,2,86,0,129,2,140,0,210
29243,999.99,28.41,28.41,999.99,27.10,27.10,21.99,165.28,28.88,138.18,34.81,81.08,3.18,11,235,1,110,1,353,0,165,2,86,0,129,2,140,0,210
29244,999.99,211.92,211.92,12.89,11.84,11.84,58.89,51.58,10.44,58.41,25.02,7.78,5.73,4,180,0,83,16,270,1,125,2,86,10,129,0,185,3,280
29245,999.99,2.12,3.44,6.08,0.83,1.54,3.45,12.98,2.48,8.12,12.52,15.66,3.02,36,235,2,110,24,353,2,165,7,86,5,129,11,185,7,280
29246,999.99,30.79,31.92,999.99,10.83,11.08,12.72,70.76,8.12,66.05,22.69,24.41,4.31,16,180,0,83,8,270,0,125,20,94,10,141,2,185,1,280
29247,999.99,7.05,7.42,999.99,7.89,8.22,6.81,21.02,7.33,18.69,13.06,15.73,3.21,45,235,2,110,20,353,1,165,11,102,3,153,6,185,2,280
29248,999.99,26.17,31.80,2.72,1.43,4.70,7.58,27.05,2.38,9.07,22.33,2.40,5.65,14,180,1,83,18,270,1,125,2,86,2,129,1,140,1,210
29249,999.99,49.64,49.64,3.74,1.54,1.59,39.56,196.38,5.37,133.93,43.09,29.96,4.21,10,235,1,110,25,353,2,165,4,94,12,141,1,185,3,280
29250,999.99,105.02,105.02,999.99,40.02,40.02,15.36,43.28,10.15,35.23,64.97,999.99,6.28,2,235,0,110,0,353,0,165,3,86,0,129,1,185,0,280
29252,999.99,253.73,253.73,5.83,5.83,7.14,18.75,16.39,2.19,4.62,17.12,15.87,5.70,5,235,0,110,8,353,0,165,0,102,1,153,0,185,1,280
29253,999.99,253.73,253.73,5.83,5.83,7.14,18.75,16.39,2.19,4.62,17.12,15.87,5.70,5,235,0,110,8,353,0,165,0,102,1,153,0,185,1,280
29254,999.99,999.99,999.99,999.99,14.88,14.88,17.54,38.35,13.48,33.29,48.30,28.91,4.50,40,180,3,83,72,270,5,125,31,110,65,165,2,140,4,210
29255,999.99,28.26,28.26,999.99,4.34,4.49,10.37,16.29,5.35,15.14,16.99,22.36,4.90,77,235,1,110,41,353,1,165,4,102,2,153,3,185,1,280
29256,999.99,4.85,5.07,999.99,1.11,1.11,3.63,7.95,3.72,6.61,6.56,1.38,3.67,35,180,2,83,143,270,6,125,8,86,47,129,7,140,42,210
29257,999.99,86.61,86.61,999.99,4.35,4.35,55.56,74.02,26.22,72.15,999.99,999.99,10.85,3,235,0,110,1,353,0,165,1,102,0,153,1,185,0,280
29258,999.99,3.57,5.54,999.99,5.75,6.94,2.79,3.39,5.14,2.93,3.09,3.19,5.10,8,180,1,83,1,270,0,125,1,86,0,129,1,140,0,210
29259,999.99,49.82,49.82,999.99,52.59,52.59,15.25,51.51,21.30,37.18,44.55,999.99,6.64,10,235,1,110,1,353,0,165,4,102,0,153,4,140,0,210
29260,999.99,249.65,295.07,999.99,8.10,56.03,8.18,49.64,2.78,43.85,20.61,1.88,12.04,5,180,0,83,2,270,0,125,1,86,0,129,0,185,0,280
29261,85.67,47.61,51.40,22.07,20.47,22.91,6.75,18.73,4.75,13.05,6.24,9.39,3.44,15,235,1,110,5,353,0,165,12,110,3,165,1,185,0,280
29263,999.99,36.27,36.27,999.99,5.52,5.76,28.06,241.14,8.73,260.27,60.26,27.85,6.31,3,235,0,110,4,353,0,165,1,86,1,129,1,140,2,210
29264,999.99,36.27,36.27,999.99,5.52,5.76,28.06,241.14,8.73,260.27,60.26,27.85,6.31,3,235,0,110,4,353,0,165,1,86,1,129,1,140,2,210
29265,999.99,999.99,999.99,999.99,72.63,72.63,51.69,81.68,21.96,68.11,999.99,999.99,11.43,4,180,0,83,1,270,0,125,0,102,0,153,0,140,0,210
29266,999.99,69.42,69.42,999.99,6.84,7.01,61.74,216.49,22.28,214.89,999.99,999.99,7.17,4,180,0,83,3,270,0,125,1,102,0,153,0,185,0,280
29267,999.99,33.70,33.70,999.99,20.16,20.16,13.72,95.75,23.20,78.16,20.26,999.99,2.87,22,180,1,83,0,270,0,125,4,102,0,153,2,185,0,280
